decimalLatitude,decimalLongitude,species,eventDate,dateIdentified,depth
7.10418,125.65,Diodon hystrix,2021-01-28T08:57Z,2021-01-28T00:00:00,5.945
7.10418,125.65,Acropora intermedia,2021-02-28T08:47Z,2021-02-28T00:00:00,6.095
7.10418,125.65,Oxycheilinus bimaculatus,2021-01-02T09:37Z,2021-01-02T00:00:00,7.315
7.10418,125.65,Pristicon trimaculatus,2020-11-28T08:35Z,2020-11-28T00:00:00,6.1
7.10418,125.65,Radianthus malu,2020-12-23T09:32Z,2020-12-23T00:00:00,6.1
7.10418,125.65,Canthigaster ocellicincta,2021-04-13T08:44Z,2021-04-13T00:00:00,6.25
27.7667,34.2633,Pygoplites diacanthus,2018-12-23T02:40Z,2018-12-23T00:00:00,2.5
19.7337,-156.058,Mobula alfredi,2021-06-05T17:04Z,2021-06-05T00:00:00,10.515
19.5429,-155.666,Gymnothorax undulatus,2021-06-05T19:33Z,2021-06-05T00:00:00,5.485
19.5429,-155.666,Mobula alfredi,2021-06-05T19:33Z,2021-06-05T00:00:00,5.485
19.7337,-156.058,Halgerda terramtuentis,2021-06-05T17:04Z,2021-06-05T00:00:00,10.515
27.7667,34.2633,Pomacanthus imperator,2018-12-23T02:40Z,2018-12-23T00:00:00,2.5
27.7667,34.2633,Calotomus spinidens,2018-12-23T02:40Z,2018-12-23T00:00:00,2.5
27.7667,34.2633,Genicanthus caudovittatus,2018-12-23T02:40Z,2018-12-23T00:00:00,2.5
27.7667,34.2633,Scarus niger,2018-12-23T02:40Z,2018-12-23T00:00:00,2.5
27.7667,34.2633,Pomacanthus asfur,2018-12-23T02:40Z,2018-12-23T00:00:00,2.5
48.6285,-2.02762,Scyliorhinus canicula,2021-05-16T12:58Z,2021-05-16T00:00:00,8.8
48.6285,-2.02762,Dromia personata,2021-05-16T12:58Z,2021-05-16T00:00:00,8.8
48.6285,-2.02762,Labrus mixtus,2021-05-16T12:58Z,2021-05-16T00:00:00,8.8
18.2627,-68.82,Sepioteuthis sepioidea,2021-04-25T09:20Z,2021-04-25T00:00:00,7.5
43.3595,-80.0194,Micropterus dolomieu,2021-05-23T11:41Z,2021-05-23T00:00:00,3.2
-33.9161,151.271,Ascarosepion apama,2021-05-23T11:30Z,2021-05-23T00:00:00,11.0
18.2627,-68.82,Dasyatis pastinaca,2021-04-25T09:20Z,2021-04-25T00:00:00,7.5
51.7368,-5.22154,Echinus esculentus,2021-05-01T11:12Z,2021-05-01T00:00:00,9.0
51.7368,-5.22154,Scyliorhinus canicula,2021-05-01T11:12Z,2021-05-01T00:00:00,9.0
27.4016,33.8715,Stenella longirostris,2021-04-16T07:00Z,2021-04-16T00:00:00,6.5
51.7368,-5.22154,,2021-05-01T11:12Z,2021-05-01T00:00:00,9.0
23.5114,119.599,Pterois volitans,2021-04-24T15:04Z,2021-04-24T00:00:00,3.155
30.4121,-97.9015,Clarias agboyiensis,2021-04-25T10:59Z,2021-04-25T00:00:00,6.69
27.4016,33.8715,Pterois volitans,2021-04-16T07:00Z,2021-04-16T00:00:00,6.5
21.652,-158.063,Gymnomuraena zebra,2019-08-12T02:00Z,2019-08-12T00:00:00,7.5
6.54268,99.2641,Pterois volitans,2015-01-15T12:00Z,2015-01-15T00:00:00,8.55
-25.9157,153.198,Carcharias taurus,2021-01-24T10:48Z,2021-01-24T00:00:00,10.96
6.54115,99.2801,Leptosynanceia asteroblepa,2015-01-15T09:00Z,2015-01-15T00:00:00,8.9
6.54115,99.2801,Pterois volitans,2015-01-15T09:00Z,2015-01-15T00:00:00,8.9
6.48059,99.3063,Pterois volitans,2015-01-15T15:00Z,2015-01-15T00:00:00,5.85
6.54268,99.2641,Leptosynanceia asteroblepa,2015-01-15T12:00Z,2015-01-15T00:00:00,8.55
-28.1957,153.578,Ascarosepion plangon,2015-12-19T10:35Z,2015-12-19T00:00:00,6.48
-25.9157,153.198,Carcharias taurus,2021-01-24T12:37Z,2021-01-24T00:00:00,10.215
-27.9369,153.426,Argyrosomus japonicus,2015-12-13T09:52Z,2015-12-13T00:00:00,7.23
7.65413,98.7652,Hippocampus kuda,2019-04-01T09:17Z,2019-04-01T00:00:00,8.685
-8.79805,115.527,Mobula birostris,2018-08-28T09:28Z,2018-08-28T00:00:00,10.63
-27.9369,153.426,Carangoides coeruleopinnatus,2015-12-13T09:52Z,2015-12-13T00:00:00,7.23
-25.9157,153.198,Opisthoteuthis persephone,2021-01-24T10:48Z,2021-01-24T00:00:00,10.96
-27.9613,153.435,Rhynchobatus djiddensis,2018-04-25T14:37Z,2018-04-25T00:00:00,5.96
6.48059,99.3063,Leptosynanceia asteroblepa,2015-01-15T15:00Z,2015-01-15T00:00:00,5.85
9.33932,98.0983,Thenus orientalis,2015-02-11T07:55Z,2015-02-11T00:00:00,14.44
6.48059,99.3063,Parastromateus niger,2015-01-28T16:00Z,2015-01-28T00:00:00,6.4
6.54311,99.253,Acanthosepion aculeatum,2015-01-20T13:10Z,2015-01-20T00:00:00,8.965
9.33932,98.0983,Acanthosepion aculeatum,2015-02-11T11:50Z,2015-02-11T00:00:00,12.91
6.54311,99.253,Acanthosepion aculeatum,2015-01-28T13:00Z,2015-01-28T00:00:00,7.9
6.48059,99.3063,Gymnothorax javanicus,2015-01-28T16:00Z,2015-01-28T00:00:00,6.4
-30.939,153.102,Carcharias taurus,2018-12-28T08:37Z,2018-12-28T00:00:00,10.75
-26.9782,153.486,Carcharhinus albimarginatus,2019-11-09T09:41Z,2019-11-09T00:00:00,7.245
-28.1957,153.578,Orectolobus maculatus,2019-03-24T08:36Z,2019-03-24T00:00:00,5.34
-28.1957,153.578,Hexabranchus sanguineus,2019-03-24T08:36Z,2019-03-24T00:00:00,5.34
6.54311,99.253,Pomacanthus imperator,2015-01-28T13:00Z,2015-01-28T00:00:00,7.9
6.48059,99.3063,Sphyraena forsteri,2015-01-28T16:00Z,2015-01-28T00:00:00,6.4
9.33932,98.0983,Gymnothorax javanicus,2015-02-11T11:50Z,2015-02-11T00:00:00,12.91
9.33932,98.0983,Hippocampus histrix,2015-02-11T11:50Z,2015-02-11T00:00:00,12.91
6.48059,99.3063,Acanthosepion aculeatum,2015-01-28T16:00Z,2015-01-28T00:00:00,6.4
-8.50309,119.6,Ostracion immaculatus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.53464,119.612,Stegastes diencaeus,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.62782,119.709,Pseudechidna brummeri,2018-12-19T06:53Z,2018-12-19T00:00:00,10.0
-8.43925,119.566,Gymnothorax javanicus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.58066,119.701,Chromodoris lochi,2018-12-19T11:28Z,2018-12-19T00:00:00,14.5
-8.43925,119.566,Carcharhinus melanopterus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.46021,119.564,Pseudobalistes fuscus,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.43925,119.566,Triaenodon obesus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
30.9441,-103.788,Pylodictis olivaris,2019-06-30T11:37Z,2019-06-30T00:00:00,2.895
-8.50309,119.6,Neotrygon kuhlii,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
34.0133,-119.445,Phoca vitulina,2009-10-02T10:00Z,2009-10-02T00:00:00,6.095
-8.46021,119.564,Hermissenda crassicornis,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
12.1049,-68.2884,Myloplus torquatus,2019-12-06T15:14Z,2019-12-06T00:00:00,12.19
-8.43925,119.566,Hermissenda crassicornis,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.43925,119.566,Centropyge bicolor,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.4397,119.57,Caranx ignobilis,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.54383,119.643,Cheilinus undulatus,2018-12-17T07:01Z,2018-12-17T00:00:00,11.0
-0.0499,-91.5578,Mola mola,2012-10-04T11:45Z,2012-10-04T00:00:00,11.28
-8.50894,119.644,Octopus wolfi,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
20.6424,-87.0444,Balistes capriscus,2020-11-15T14:03Z,2020-11-15T00:00:00,11.58
-8.50309,119.6,Centropyge fisheri,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.50309,119.6,Gymnothorax javanicus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
34.0148,-119.438,Semicossyphus pulcher,2009-10-02T14:18Z,2009-10-02T00:00:00,6.4
-8.4397,119.57,Stegastes diencaeus,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
20.6306,-87.0254,Chilomycterus reticulatus,2020-11-14T09:42Z,2020-11-14T00:00:00,5.79
-8.54383,119.643,Pomacanthus annularis,2018-12-17T07:01Z,2018-12-17T00:00:00,11.0
1.37728,-91.8115,Carcharhinus galapagensis,2012-10-03T06:57Z,2012-10-03T00:00:00,12.04
-8.46021,119.564,Gymnothorax javanicus,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.53464,119.612,Pomacentrus moluccensis,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
1.67199,-91.9907,Rhincodon typus,2012-10-01T15:26Z,2012-10-01T00:00:00,12.04
-8.50309,119.6,Triaenodon obesus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.50894,119.644,Premnas biaculeatus,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.4397,119.57,Centropyge fisheri,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.53464,119.612,Plectorhinchus chrysotaenia,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.4397,119.57,Acanthurus dussumieri,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.50309,119.6,Centropyge bicolor,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
34.674,32.411,Centropristis ocyurus,2020-11-26T10:00Z,2020-11-26T00:00:00,8.5
-8.46021,119.564,Centropyge bicolor,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.50309,119.6,Hermissenda crassicornis,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.53751,119.644,Myliobatis aquila,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
-8.50309,119.6,Thunnus orientalis,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.43925,119.566,Pseudobalistes fuscus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.50309,119.6,Neotrygon kuhlii,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
1.67199,-91.9907,Thunnus albacares,2012-10-02T06:40Z,2012-10-02T00:00:00,10.515
-8.46021,119.564,Phyllidia varicosa,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.50894,119.644,Pomacanthus sexstriatus,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.50309,119.6,Heniochus monoceros,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.58066,119.701,Gymnothorax javanicus,2018-12-19T11:28Z,2018-12-19T00:00:00,14.5
-44.6414,167.897,Desmophyllum pertusum,2020-01-14T11:25Z,2020-01-14T00:00:00,11.0
-8.50894,119.644,Ostracion cubicus,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.50309,119.6,Stegastes diencaeus,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.53464,119.612,Caranx ignobilis,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-0.0499,-91.5578,Zalophus californianus,2012-10-04T11:45Z,2012-10-04T00:00:00,11.28
-8.53751,119.644,Peltodoris atromaculata,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.53464,119.612,Acanthurus dussumieri,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.54383,119.643,Plectorhinchus chrysotaenia,2018-12-17T07:01Z,2018-12-17T00:00:00,11.0
-8.50309,119.6,Pseudobalistes fuscus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
30.9441,-103.788,Pylodictis olivaris,2019-08-24T09:54Z,2019-08-24T00:00:00,2.895
-8.53751,119.644,Naso brevirostris,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
34.0076,-119.43,Phoca vitulina,2012-05-17T13:15Z,2012-05-17T00:00:00,4.265
-8.43925,119.566,Heniochus monoceros,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
1.67199,-91.9907,Rhincodon typus,2012-10-02T06:40Z,2012-10-02T00:00:00,10.515
25.0268,-77.1421,Alectis ciliaris,2011-12-08T08:51Z,2011-12-08T00:00:00,12.04
33.3491,-118.325,Semicossyphus pulcher,2009-10-04T12:45Z,2009-10-04T00:00:00,10.975
-8.50894,119.644,Mobula birostris,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.53751,119.644,Neotrygon kuhlii,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
30.9441,-103.788,Ictalurus pricei,1989-04-16T20:00Z,1989-04-16T00:00:00,3.355
30.9441,-103.788,Ictalurus pricei,1989-04-15T14:00Z,1989-04-15T00:00:00,3.355
-33.9161,151.266,Orectolobus maculatus,2018-11-11T09:20Z,2018-11-11T00:00:00,6.0
-8.4397,119.57,Heniochus monoceros,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.53464,119.612,Eretmochelys imbricata,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.50309,119.6,Carcharhinus melanopterus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-0.0499,-91.5578,Hippocampus ingens,2012-10-04T09:48Z,2012-10-04T00:00:00,13.26
-8.50894,119.644,Balistoides viridescens,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.54383,119.643,Chaetodon pelewensis,2018-12-17T07:01Z,2018-12-17T00:00:00,11.0
25.0741,-77.201,Ginglymostoma cirratum,2011-12-08T12:16Z,2011-12-08T00:00:00,3.505
34.674,32.411,Paralabrax humeralis,2020-11-26T10:00Z,2020-11-26T00:00:00,8.5
-8.50894,119.644,Acanthurus olivaceus,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.43925,119.566,Acanthurus olivaceus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
25.038,-77.2381,Plumularia setacea,1989-06-10T14:30Z,1989-06-10T00:00:00,4.57
-8.50309,119.6,Octopus wolfi,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.50309,119.6,Centropyge fisheri,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.43925,119.566,Ostracion cubicus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
37.2863,-88.8572,Ictalurus punctatus,2012-06-25T14:27Z,2012-06-25T00:00:00,8.23
-8.50309,119.6,Cheilinus undulatus,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
34.7343,32.4319,Chelonia mydas,2020-11-30T10:10Z,2020-11-30T00:00:00,14.0
-8.53751,119.644,Pterois volitans,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.46021,119.564,Heniochus monoceros,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-33.9161,151.266,Scorpaena neglecta,2018-11-11T15:10Z,2018-11-11T00:00:00,5.0
-8.53464,119.612,Heniochus monoceros,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.46021,119.564,Mobula birostris,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.43925,119.566,Pomacanthus sexstriatus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.53751,119.644,Odontodactylus cultrifer,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.53464,119.612,Balistoides viridescens,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.58066,119.701,Balistoides viridescens,2018-12-19T11:28Z,2018-12-19T00:00:00,14.5
-8.53464,119.612,Mobula birostris,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-0.0499,-91.5578,Mola mola,2012-10-04T09:48Z,2012-10-04T00:00:00,13.26
-8.46021,119.564,Pomacanthus sexstriatus,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.50309,119.6,Acanthurus olivaceus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
1.67199,-91.9907,Dermatolepis dermatolepis,2012-10-02T10:14Z,2012-10-02T00:00:00,13.87
-8.43925,119.566,Centropyge fisheri,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
20.5515,-87.1109,Holacanthus ciliaris,2020-11-14T11:33Z,2020-11-14T00:00:00,6.555
-8.50309,119.6,Ostracion cubicus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
20.6424,-87.0444,Carcharhinus leucas,2020-11-15T14:03Z,2020-11-15T00:00:00,11.58
1.67199,-91.9907,Paranthias colonus,2012-10-02T06:40Z,2012-10-02T00:00:00,10.515
-8.43925,119.566,Premnas biaculeatus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.53751,119.644,Plicofollis argyropleuron,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.50309,119.6,Heniochus acuminatus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.4397,119.57,Chromodoris lochi,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-38.3175,144.714,Phyllopteryx taeniolatus,2019-03-30T13:01Z,2019-03-30T00:00:00,2.5
-8.4397,119.57,Octopus wolfi,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.46021,119.564,Balistoides viridescens,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.46021,119.564,Caranx ignobilis,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.53751,119.644,Chelonia mydas,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
-0.0499,-91.5578,Hippocampus ingens,2012-10-04T11:45Z,2012-10-04T00:00:00,11.28
-8.50309,119.6,Gymnothorax javanicus,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
20.5817,-87.1066,Chelonia mydas,2020-11-15T09:22Z,2020-11-15T00:00:00,10.365
-8.50309,119.6,Centropyge bicolor,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.43925,119.566,Heniochus acuminatus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.50309,119.6,Thunnus orientalis,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.53751,119.644,Scorpaena scrofa,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.53751,119.644,Amphiprion ocellaris,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
-0.0499,-91.5578,Zalophus californianus,2012-10-04T09:48Z,2012-10-04T00:00:00,13.26
-8.50309,119.6,Premnas biaculeatus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.46021,119.564,Chromodoris lochi,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.50309,119.6,Pseudobalistes fuscus,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.4397,119.57,Centropyge bicolor,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.62782,119.709,Ancylomenes venustus,2018-12-19T06:53Z,2018-12-19T00:00:00,10.0
37.2863,-88.8572,Micropterus salmoides,2012-06-25T12:17Z,2012-06-25T00:00:00,8.84
-8.53751,119.644,Palaemon debilis,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.53464,119.612,Phyllidia varicosa,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.53464,119.612,Octopus wolfi,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
34.674,32.411,Pagrus auriga,2020-11-26T10:00Z,2020-11-26T00:00:00,8.5
-8.53751,119.644,Fistularia petimba,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.4397,119.57,Gymnothorax javanicus,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.50894,119.644,Stegastes diencaeus,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.53464,119.612,Cheilinus undulatus,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.46021,119.564,Heniochus acuminatus,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.50894,119.644,Gymnothorax javanicus,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
-8.46021,119.564,Triaenodon obesus,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.50309,119.6,Eretmochelys imbricata,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.43925,119.566,Balistoides conspicillum,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
20.5515,-87.1109,Chilomycterus reticulatus,2020-11-14T11:33Z,2020-11-14T00:00:00,6.555
12.0877,-68.9023,Aulostomus maculatus,2009-12-07T14:31Z,2009-12-07T00:00:00,9.145
37.2863,-88.8572,Lepomis macrochirus,2012-06-25T12:17Z,2012-06-25T00:00:00,8.84
-8.66995,119.591,Gorgasia maculata,2018-12-18T14:00Z,2018-12-18T00:00:00,11.5
-8.53751,119.644,Plectorhinchus vittatus,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
24.7153,-76.807,Acanthocybium solandri,2011-12-07T10:57Z,2011-12-07T00:00:00,8.99
-8.50894,119.644,Centropyge bicolor,2018-12-19T14:45Z,2018-12-19T00:00:00,8.5
37.2863,-88.8572,Polyodon spathula,2012-06-25T12:17Z,2012-06-25T00:00:00,8.84
-8.53751,119.644,Fistularia corneta,2018-12-16T18:40Z,2018-12-16T00:00:00,6.0
-8.50309,119.6,Acanthurus dussumieri,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.50309,119.6,Caranx ignobilis,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.43925,119.566,Pomacentrus moluccensis,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.46021,119.564,Neotrygon kuhlii,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-44.6414,167.897,Phyllidia varicosa,2020-01-14T11:25Z,2020-01-14T00:00:00,11.0
-8.4397,119.57,Cheilinus undulatus,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.50309,119.6,Carcharhinus melanopterus,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
20.6306,-87.0254,Aulostomus maculatus,2020-11-14T09:42Z,2020-11-14T00:00:00,5.79
20.5515,-87.1109,Pomacanthus arcuatus,2020-11-14T11:33Z,2020-11-14T00:00:00,6.555
-33.9161,151.266,Opisthoteuthis persephone,2018-11-11T15:10Z,2018-11-11T00:00:00,5.0
-8.50309,119.6,Chromodoris lochi,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.50309,119.6,Balistoides conspicillum,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
30.9441,-103.788,Pylodictis olivaris,2019-06-29T12:34Z,2019-06-29T00:00:00,2.895
-8.53464,119.612,Ostracion immaculatus,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
1.67199,-91.9907,Rhincodon typus,2012-10-01T11:40Z,2012-10-01T00:00:00,12.495
-8.53464,119.612,Pseudobalistes fuscus,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
20.6306,-87.0254,Eretmochelys imbricata,2020-11-14T09:42Z,2020-11-14T00:00:00,5.79
-8.4397,119.57,Neotrygon kuhlii,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
1.67199,-91.9907,Carcharhinus galapagensis,2012-10-01T15:26Z,2012-10-01T00:00:00,12.04
1.67199,-91.9907,Myliobatis aquila,2012-10-01T11:40Z,2012-10-01T00:00:00,12.495
-8.50309,119.6,Octopus wolfi,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.43925,119.566,Plectorhinchus chrysotaenia,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.50309,119.6,Acanthurus olivaceus,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.69774,119.571,Phyllidia ocellata,2018-12-18T06:51Z,2018-12-18T00:00:00,13.5
-8.46021,119.564,Stegastes diencaeus,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-8.50309,119.6,Pomacentrus moluccensis,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.53464,119.612,Carcharhinus melanopterus,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.50309,119.6,Heniochus acuminatus,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.66995,119.591,Corythoichthys amplexus,2018-12-18T14:00Z,2018-12-18T00:00:00,11.5
-8.53751,119.644,Thor amboinensis,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
-0.0499,-91.5578,Ogcocephalus darwini,2012-10-04T11:45Z,2012-10-04T00:00:00,11.28
-8.4397,119.57,Heniochus acuminatus,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-33.9161,151.266,Upeneus australiae,2018-11-11T09:20Z,2018-11-11T00:00:00,6.0
-8.43925,119.566,Stegastes diencaeus,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.50309,119.6,Phyllidia varicosa,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.55888,119.635,Carcharhinus melanopterus,2018-12-17T10:15Z,2018-12-17T00:00:00,9.0
-8.54383,119.643,Forcipiger flavissimus,2018-12-17T07:01Z,2018-12-17T00:00:00,11.0
-8.43925,119.566,Octopus wolfi,2018-12-20T06:55Z,2018-12-20T00:00:00,12.5
-8.50309,119.6,Plectorhinchus chrysotaenia,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
24.7069,-76.8296,Haemulon flavolineatum,2011-12-05T09:01Z,2011-12-05T00:00:00,4.725
-8.53464,119.612,Triaenodon obesus,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.4397,119.57,Pseudobalistes fuscus,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-8.53751,119.644,Etelis coruscans,2018-12-16T15:03Z,2018-12-16T00:00:00,12.0
-38.3659,144.823,Arothron hispidus,2018-11-18T10:29Z,2018-11-18T00:00:00,3.0
-8.53464,119.612,Centropyge bicolor,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.50309,119.6,Cheilinus undulatus,2018-12-21T07:04Z,2018-12-21T00:00:00,14.0
-8.53464,119.612,Gymnothorax javanicus,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
20.5515,-87.1109,Gymnothorax funebris,2020-11-14T11:33Z,2020-11-14T00:00:00,6.555
-16.4262,145.98,Chelonia mydas,2013-03-25T16:00Z,2013-03-25T00:00:00,8.685
-8.4397,119.57,Carcharhinus melanopterus,2018-12-20T09:55Z,2018-12-20T00:00:00,11.5
-14.8341,145.702,Ophthalmolepis lineolata,2013-03-27T13:05Z,2013-03-27T00:00:00,8.38
-38.3659,144.823,Macropodia deflexa,2018-11-18T10:29Z,2018-11-18T00:00:00,3.0
1.37728,-91.8115,Carcharhinus galapagensis,2012-10-03T10:32Z,2012-10-03T00:00:00,10.975
-16.4262,145.98,Triaenodon obesus,2013-03-25T17:55Z,2013-03-25T00:00:00,7.47
-8.53464,119.612,Thunnus orientalis,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
-8.46021,119.564,Plectorhinchus chrysotaenia,2018-12-20T13:58Z,2018-12-20T00:00:00,11.5
-38.3175,144.714,Arothron hispidus,2018-11-18T14:20Z,2018-11-18T00:00:00,2.5
-8.50309,119.6,Paracaesio xanthura,2018-12-20T15:23Z,2018-12-20T00:00:00,11.0
-8.53464,119.612,Hermissenda crassicornis,2018-12-21T10:05Z,2018-12-21T00:00:00,7.0
1.67199,-91.9907,Caranx caballus,2012-10-02T06:40Z,2012-10-02T00:00:00,10.515
13.8647,-61.086,Equetus punctatus,2011-01-11T11:48Z,2011-01-11T00:00:00,10.21
