scientificName,taxonKey,Vernacular Names List,commonName
Cheloniidae,9413,"['Chéloniidés', 'Havskildpadder', 'Marine Turtles', 'Modern Sea Turtles', 'Sea Turtles', 'Sea Turtles', 'marine turtles', 'modern sea turtles', 'sea turtles', 'sea turtles', 'havskilpadder', 'havssköldpaddor', 'Meeresschildkröten', 'Meeresschildkröten', 'Turtle', 'Turtle', 'Turtles', 'Turtles', 'chelonidi', 'chelonidi']",Sea Turtles
"Lagenorhynchus acutus (Gray, 1828)",5220073,"['Adantic White-sided Dolphin', 'Adantic White-sided Dolphin', 'Atlantic White-sided Dolphin', 'Atlantic White-sided Dolphin', 'Atlantic White-sided Dolphin', 'Atlantic White-sided Dolphin', 'Atlantic White-sided Dolphin', 'Atlantic White-sided Dolphin', 'Atlantic White-sided Dolphin, White-sided Dolphin', 'Atlantic White-sided Porpoise', 'Atlantic White-sided Porpoise', 'Atlantic white-sided dolphin', 'Atlantic white-sided dolphin', 'Atlantik-Weif', 'Atlantik-Weif 3 seitendelfin', 'Atlantik-weif 3 Seitendelfin', 'Dauphin A Flancs Blancs', 'Dauphin a flancs blancs', 'Delfin De Flancos Blancos Del Atlantico', 'Delfin de flancos blancos del Atlantico']",Atlantic White-sided Dolphin
"Sphoeroides pachygaster (Müller & Troschel, 1848)",2407845,"['Baiacu', 'Balloonfish', 'Balon balığı', 'Blunthead Puffer', 'Blunthead blaasop', 'Blunthead puffer', 'Blunthead puffer', 'Blunthead puffer', 'Blunthead puffer', 'Blunthead puffer', 'Blunthead puffer', 'Blunthead puffer', 'Bola', 'Botete chato', 'Bottlefish', 'Buntal', 'Buntal tikus', 'Compère émoussé', 'Compère émoussé', 'Compère émoussé, Tétrodon à tête carrée']",Blunthead Puffer
"Chilomycterus antillarum Jordan & Rutter, 1897",2406483,"['Baiacu-de-espinho', 'Djindja', 'Guanábana', 'Guanábana antillana', 'Guanábana caribeña', 'Montsuki-ishigakifugu', 'Pejerizo', 'Tamboril erizo', 'Web Burrfish', 'Web Burrfish', 'Web Burrfish', 'Web burrfish', 'Web burrfish', 'Web burrfish', 'Webb burrfish', 'guanábana antillana', 'guanábana caribeña', 'web burrfish', 'web burrfish', '網紋圓刺魨']",Web Burrfish
"Selene setapinnis (Mitchill, 1815)",2390733,"['Ama', 'Aracorana', 'Atlandi hõbeküür', 'Atlantic Moonfish', 'Atlantic Moonfish', 'Atlantic Moonfish', 'Atlantic moonfish', 'Atlantic moonfish', 'Atlantic moonfish', 'Atlantic moonfish', 'Atlantic moonfish', 'Atlantic moonfish', 'Atlantisk hestehoved', 'Bluntnosed Shiner', 'Bluntnosed shiner', 'Bluntnosed shiner', 'Bluntnosed shiner', 'Bluntnosed shiner', 'Bluntnosed shiner', 'Bristle-finned Moonfish']",Atlantic Moonfish
"Mercenaria mercenaria (Linnaeus, 1758)",2287668,"['American Hard-shelled Clam', 'American hard-shelled clam', 'Amerikaanse venusschelp', 'Cherry Stones', 'Hard Clam', 'Hard Shell', 'Little Necks', 'Northern Quahog', 'Northern Quahog, Hard Clam, Hard Shell, Little-necked Clam, Cherrystone Clam', 'Northern quahog', 'Northern quahog, Hard clam, Hard shell, Little-necked clam, Cherrystone clam', 'Nördliche Quahog-Muschel', 'Palourde américaine, Praire', 'Quahog', 'amêijoa-mercenária', 'cherry stones', 'clam', 'clame-redonda', 'hard clam', 'hard shell']",Hard Clam
"Achirus lineatus (Linnaeus, 1758)",2408224,"['Acedía rayada', 'Alumaïa', 'Alumaïa', 'Arepa', 'Jooneline köntkeel', 'Laguuniantura', 'Lined Sole', 'Lined Sole', 'Lined sole', 'Lined sole', 'Lined sole', 'Lined sole', 'Lined sole', 'Lined-sole', 'Linguado', 'Linguado-aramaçá', 'Sol', 'Sol', 'Sole', 'Sole achire']",Lined Sole
"Ambloplites rupestris (Rafinesque, 1817)",2394514,"['Ambloplites', 'Bass czerwonooki', 'Crapet de roche', 'Crapet de roche', 'Crapet de roche', 'Crapet de roche', 'Crapet de roche', 'Gemeiner Felsenbarsch', 'Gemeiner felsenbarsch', 'Germeiner Sonnenbarsch', 'Germeiner sonnenbarsch', 'Goggle Eye', 'Goggle eye', 'Kiviahven', 'Northern Rock Bass', 'Northern rock bass', 'Perca-da-rocha', 'Perca-da-rocha', 'Redeye', 'Redeye']",Rock Bass
"Diplodus bermudensis Caldwell, 1965",5210960,"['Bermuda porgy', 'Bermuda porgy', '百慕大重牙鯛', '百慕大重牙鲷', 'Bermuda Porgy', 'bream']",Bermuda Porgy
Scorpaenidae,4508,"['Firefishes', 'Goblinfishes', 'Rockfishes', 'Scorpionfishes', 'escorpiones y rocotes', 'firefishes', 'goblinfishes', 'rascasses', 'rockfishes', 'rockfishes', 'scorpionfishes', 'scorpionfishes', 'scorpionfishes', 'scorpènes', 'scorpénidés', 'Scorpionfishes', 'uerfamilien', 'uerfamilien', 'rockfishes', 'rockfishes']",Scorpionfishes
"Bodianus pulchellus (Poey, 1860)",5209681,"['Beni-kitsunebera', 'Bodian nadobny', 'Bodião', 'Budião', 'Cubansk svinefisk', 'Gudião', 'Hogfish', 'Hogfish', 'Kuuba põrsaskala', 'Loro perro colorado', 'Papagaio', 'Pez Perro', 'Pez perro de cola amarilla', 'Pourceau dos noir', 'Pourceau dos noir', 'Purunchi kabritu', 'Spotfin Hogfish', 'Spotfin Hogfish', 'Spotfin hogfish', 'Spotfin hogfish']",Spotfin Hogfish
"Himantura schmardae (Werner, 1904)",5215940,"['Caribbean whiptail stingray', 'Caribbean whiptail stingray', 'Chuparapijlstaartrog', 'Chupare', 'Chupare', 'Chupare', 'Chupare Stingray', 'Chupare stingray', 'Chupare stingray', 'Ganggoe spari', 'Gangoe sparie', 'Kariibi nuutrai', 'Lebisa', 'Pastenague chupare', 'Raya', 'Raya coluda caribeña', 'Raya raspadera', 'Sabina', 'Stekelrog', 'Stingray']",Caribbean whiptail stingray
"Synanceia Bloch & Schneider, 1801",5201173,"['オニダルマオコゼ属', 'オニダルマオコゼ属']",Stonefish
"Sebastes nigrocinctus Ayres, 1859",2335492,"['Banded rock-fish', 'Banded rockfish', 'Black-banded rockfish', 'Blackbanded rockfish', 'Blackbanded rockfish', 'Rock cod', 'Rockfish', 'Tiger rockfish', 'Tiger rockfish', 'Tiger rockfish', 'Tiger rockfish', 'Tigerrødfisk', 'Tiiger-meriahven', 'tiger rockfish', 'tiger rockfish', 'λáḱálá', 'окунь тигровый', '黑带平鲉', '黑帶平鮋', 'sébaste-tigre']",Tiger rockfish
"Lepidotrigla papilio (Cuvier, 1829)",2336692,"['Australian spiny gurnard', 'Australsk pigknurhane', 'Butterfly gurnard', 'Eastern spiny gurnard', 'Oman gurnard', 'Southern spiny gurnard', 'Spiny gurnard', '棘鱗副魴鮄', '棘鳞副鲂鮄', '蝶紅娘魚', '蝶红娘鱼']",Butterfly gurnard
"Pseudoginglymostoma brevicaudatum (Günther, 1867)",2417493,"['Ebaammhai', 'Endormi', 'Gacan jebis', 'Gata nodriza', 'Gata nodriza rabicorta', 'Gryshaai', 'Kleine verpleegsterhaai', 'Korthalet nursehaj', 'Levypartahai', 'Libaax', 'Nurse shark', 'Nurse shark', 'Papa isingezi', 'Papa usingiri', 'Requin nourrice à queue courte', 'Requin-nourrice', 'Short-tail nurse shark', 'Short-tail nurse shark', 'Shorttail nurse shark', 'Voritse']",Nurse shark
"Funiculina quadrangularis (Pallas, 1766)",2258652,"['Riesen-Seefeder', 'Seepeitsche', 'Tall Sea Pen', 'pennatule à rachis carré', 'sea whip', 'större piprensare', 'större piprensare', 'tall sea pen', 'tall sea pen', 'tall sea-pen', 'tall seapen', 'tall seapen', 'ムチウミサボテン', 'Tall Sea Pen', 'större piprensare', 'större piprensare', 'Riesen-Seefeder', 'Sea whip', 'Seepeitsche', 'Stora piprensaren']",Tall Sea Pen
"Coryphopterus personatus (Jordan & Thompson, 1905)",2377831,"['Gobio enmascarado', 'Gobio mapache', 'Góbido ojón', 'Masked Goby', 'Masked Goby', 'Masked goby', 'Masked goby', 'Masked goby', 'Naamiotokko', 'gobio enmascarado', 'gobio mapache', 'masked goby', 'masked goby', '环肛鲯塘鳢', '環肛鯕塘鱧', '罩矶塘鳢', '罩磯塘鱧', 'Masked Goby', 'Masked Goby', 'Gobio enmascarado']",Masked Goby
"Persephona mediterranea (Herbst, 1794)",2221809,"['mottled purse crab', 'mottled purse crab', 'mottled purse crab']",Mottled purse crab
"Alcyonium digitatum Linnaeus, 1758",5185175,"[""Dead Men's Fingers"", 'Dead man’s fingers', 'Dødningehånd', 'Meerhand', 'Nordische Korkkoralle', 'Tote Mannshand', 'alcyon commum', 'alcyon commum', 'alcyon jaune', 'alcyon jaune', 'corail digité', ""dead man's fingers"", ""dead man's fingers"", ""dead man's fingers"", ""dead man's fingers"", ""dead man's fingers soft coral"", ""dead-man's fingers"", 'dodemansduim', 'doomansduim', 'sea-fingers']",Dead Man's Fingers
"Ophiocomina nigra (Abildgaard, 1789)",2275361,"['Black Brittlestar', 'Dunkler Schlangenstern', 'Sort slangestjerne', 'black brittle star', 'black brittle star', 'black brittle star', 'black serpent star', 'black serpent star', 'black serpent star', 'ofiura negra', 'ofiura negra', 'ofiura negra', 'ofiura negra', 'ophiure noire', 'ophiure noire', 'ophiure noire', 'schwarzer Schlangenstern', 'schwarzer Schlangenstern', 'schwarzer Schlangenstern', 'sotormstjärna']",Black Brittlestar
"Scyllarides deceptor Holthuis, 1963",2221736,"['hooded slipper lobster', 'hooded slipper lobster', 'Hooded Slipper Lobster', 'hooded slipper lobster', 'lagosta', 'lagostim']",Hooded slipper lobster
"Callanthias ruber (Rafinesque, 1810)",2384679,"['Barbier des Canaries', 'Barbier perroquet', 'Barbier perroquet', 'Barbier-perroquet', 'Canario', 'Canario rotondo', 'Canario rotondo', 'Castanheta amarela do alto', 'Castanheta amarela do alto', 'Coq', 'Falsa forcadella', 'Intyâs', 'Jadduzzu i funnu', 'Jadduzzu imperiali', 'Kanarine deti', 'Kanarine deti', 'Kırmızı berber balığı', 'Kırmızıberber balığı', 'Matulic silioglavac', 'Matulic silioglavac']",Canary snapper
"Thalassoma newtoni (Osório, 1891)",2384490,"['Ornate wrasse', ""Newton's wrasse""]",Newton's wrasse
"Ginsburgellus novemlineatus (Fowler, 1950)",2378179,"['Gobie à neuf bandes', 'Gobio nueve rayas', 'Góbido rayado', 'Neonraitatokko', 'Nine-lined goby', 'Nineline goby', 'Nineline goby', 'Nineline goby', 'Nineline goby', 'Ninelined Goby', 'Ninelined goby', 'Ninelined goby', 'Ninelined goby', 'gobio nueve rayas', 'nineline goby', 'ninelined goby', 'ninelined goby', '八紋金氏鰕虎魚', '八纹金氏鰕虎鱼', 'Nineline Goby']",Nineline goby
"Gobius paganellus Linnaeus, 1758",8196993,"['Alcaboz', 'Babka skalna', 'Babka skalna', 'Bili bigog', 'Blutgrundel', 'Bobi', 'Bobí', 'Bochecha', 'Buatta', 'Burdullak', 'Burdullak', 'Burdullaku i shkëmbit', 'Bychok-paganel', 'Caboz', 'Caboz', 'Caboz', 'Caboz-da-rocha', 'Caboz-da-rocha', 'Capiciocciu', 'Cheggione']",Rock goby
"Elacatinus multifasciatus (Steindachner, 1876)",2376736,"['gobio rayado', 'greenband goby', 'greenbanded goby']",Greenbanded goby
"Sepiola Leach, 1817",2289163,[],Bobtail squid
"Coryphopterus glaucofraenum Gill, 1863",2377816,"['Bridled Goby', 'Bridled Goby', 'Bridled goby', 'Bridled goby', 'Bridled goby', 'Bridled goby', 'Gobio Con Brida', 'Gobio de riendas', 'Góbido playero', 'Maria-da-toca', 'Ohjastokko', 'amoré', 'amoré-vidro', 'bridled goby', 'brindled goby', 'gobio con brida', 'gobio de riendas', 'Bridled Goby', 'Bridled Goby', 'Gobio Con Brida']",Bridled Goby
"Aplysilla sulfurea Schulze, 1878",2248672,"['Gelber Stachelschwamm', 'sulfur sponge', 'yellow prickly sponge', 'Gelber Stachelschwamm', 'sulfur sponge', 'yellow prickly sponge']",Sulfur sponge
"Canthigaster smithae Allen & Randall, 1977",2407644,"['Bicolored toby', 'Bicolored toby', 'Canthigaster De Smith', 'Canthigaster de Smith', 'Mustaselkäpallokala', ""Smith's pufferfish"", 'Tweekleur-tobie', 'bicolored toby', '斯氏扁背魨', '斯氏扁背鲀', 'Bicolored Toby', 'Canthigaster De Smith', ""Smith's Pufferfish"", 'bicolored toby']",Bicolored Toby
"Coryphopterus eidolon Böhlke & Robins, 1960",2377828,"['Gobie décoloré, Gobie pâle', 'Gobio Pálido', 'Gobio pálido', 'Góbido pálido', 'Pallid Goby', 'Pallid goby', 'Pallid goby', 'Pallid goby', 'Pallid goby', 'amoré', 'gobio pálido', 'pallid goby', 'pallid goby', '斑柄鯕塘鱧', '斑柄鲯塘鳢', 'Pallid Goby', 'Pallid Goby', 'Gobio Pálido', 'Góbido pálido', 'gobio pálido']",Pallid Goby
"Plesionika antigai Zariguiey Alvarez, 1955",2222397,"['Catalonian Striped Shrimp', 'Crevette catalane (La)', 'catalonian striped shrimp', 'catalonian striped shrimp', 'Ξιφογαρίδα Ισπανίας']",Catalonian Striped Shrimp
"Elacatinus oceanops Jordan, 1904",2376717,"['Harilik neoonmudil', 'Neon goby', 'Neonkutling', 'Neoonmudil', 'neon goby', 'neon goby', '虹鮈鰕虎魚', '虹鮈鰕虎鱼', '霓虹鰕虎魚', '霓虹鰕虎鱼', 'Northern Neon Goby', 'neon goby']",Neon goby
"Galeocharax gulo (Cope, 1870)",2354199,"['Cacunda', 'Cacunda', 'Denton', 'Dentusca', 'Dientón', 'Peixe-cachorro']",Dogfish
"Pasiphaea sivado (Risso, 1816)",2222279,"['Sivade blanche (La), Sivade blanc (Le)', 'White Glass Shrimp', 'white glass shrimp', 'white glass shrimp', 'glasreke', 'glassreke', 'vit glasräka', 'white glass shrimp', 'glasreke', 'glasräka', 'glasräka', 'glassreke', 'klar glasräka', 'Κρυσταλλογαρίδα']",White Glass Shrimp
"Torpedo macneilli (Whitley, 1932)",5215532,"['Short-tail torpedo ray, Shorttail torpedo']",Short-tail torpedo ray
"Aiptasiogeton pellucidus (Hollard, 1848)",2257298,[],Glass Anemone
Antennariidae,7677,"['Anglerfishes', 'Frogfishes', 'Frogfishes', 'Sea Mice', 'anglerfishes', 'antennaires', 'frogfishes', 'ranisapos', 'sea mice', 'sargassoulkefamilien', 'sargassoulkefamilien', 'frogfishes', 'sargassoulkefamilien', 'sargassoulkefamilien', 'カエルアンコウ科']",Anglerfish
"Doryrhamphus excisus Kaup, 1856",4286276,"['Bluestripe Pipefish', 'Syngnathe à bande bleue', 'bluestripe pipefish', 'fantail pipefish', 'pez pipa chico', ""tia'i pape"", 'Bluestripe Pipefish', 'bluestripe pipefish', 'fantail pipefish', 'pez pipa chico']",Bluestripe Pipefish
"Cirrhitichthys oxycephalus (Bleeker, 1855)",2375154,"['Coral hawkfish', 'Coral hawkfish', 'Coral hopper', 'Gaa boa', 'Gefleckter Büschelbarsch', 'Gespikkelde valkvis', 'Halcón de coral', 'Halcón de coral', 'Halcón de coral', 'Halcón de coral', 'Minamigonbe', 'Pesce falco', 'Pixy Hawkfish, Coral hawkfish', 'Pixy hawkfish', 'Pixy hawkfish', 'Pixy hawkfish', 'Pixy hawkfish', 'Pixy hawkfish', 'Poisson-faucon lutin', 'Poisson-épervier taché']",Pixy Hawkfish
"Scyllarus depressus (S.I.Smith, 1881)",2221672,"['scaled slipper lobster', 'scaled slipper lobster', 'scaled slipper lobster']",Scaled slipper lobster
"Gobionellus oceanicus (Pallas, 1770)",2375711,"['Amborê', 'Amoré', 'Boca-de-fogo', 'Boca-de-ouro', 'Corongo', 'Esmeralda de mar', 'Gobido aleta larga', 'Highfin Goby', 'Highfin Goby', 'Highfin Goby', 'Highfin goby', 'Langfinnet kutling', 'Madrejuile flecha', 'Maria-da-toca', 'Milonga', 'Milongo', 'Mingula', 'Miroró', 'Miroró mirim', 'Mororó']",Highfin Goby
"Arothron immaculatus (Bloch & Schneider, 1801)",2407364,"['Bebo', 'Blackedged blaasop', 'Botite', 'Botiti', 'Bourse goemon', 'Buntal', 'Buntal pasir', 'Buntal-pasir bersih', 'Buntel pasir', 'Buqmah swada al atraf', 'Butete', 'Chundu', 'Hekeheke', 'Immaculate blow fish', 'Immaculate puffer', 'Immaculate puffer', 'Immaculate puffer', 'Immaculate puffer', 'Immaculate pufferfish', 'Kasumifugu']",Immaculate pufferfish
"Anthopleura xanthogrammica (Brandt, 1835)",2256852,"['Giant green anemone', 'Grüne Riesenanemone', 'giant green anemone', 'giant green anemone', 'giant green anemone', 'giant green sea anemone', 'giant green sea anemone', 'giant tidepool anemone', 'great green anemone', 'Grüne Riesenanemone', 'giant green anemone', 'giant green sea anemone', 'giant tidepool anemone', 'great green anemone']",Giant green anemone
"Metridium farcimen (Tilesius, 1809)",9789416,[],Sea pen
"Merluccius merluccius (Linnaeus, 1758)",2415643,"['Abadioa', 'Abadioa', 'Alambolo', 'Alambolo', 'An colmóir', 'An colmóir', 'Asinel', 'Atlantic hake', 'Bacaliàros', 'Bakalaku', 'Bakaliáros', 'Bardot', 'Bardot', 'Berlam', 'Berlam', 'Berlam balığı', 'Berlam, Bakalyora', 'Brochet de mer', 'Brochet de mer', 'Canapé']",Atlantic hake
"Mystus gulio (Hamilton, 1822)",5201896,"['Anguluwa', 'Catfish', 'Chinkada', 'Cá Chôt', 'Cá chot trang', 'Cá chuóc', 'Getting', 'Gigi', 'I-kong', 'Irung-kelutti', 'Kadal-kelithi', 'Kala-tenguah', 'Katta-keluthi', 'Keting', 'Kontia', 'Langskægget pigmalle', 'Long whiskers catfish', 'Long whiskers catfish', 'Long-whiskered catfish', 'Long-whiskered catfish']",Long-whiskered catfish
"Sebastes caurinus Richardson, 1844",2335455,"['Copper rockfish', 'Copper rockfish', 'Copper rockfish', 'Copper rockfish', ""Hat'"", 'Kalifornia meriahven', 'Karmazyn miedziany', 'Kobberklippefisk', 'Rock cod', 'Rockfish', 'Rocote cobrizo', 'Rocote cobrizo', 'Taayii', 'Xaadxadaay', 'copper rockfish', 'copper rockfish', 'rocote cobrizo', 'λáḱálá', '銅平鮋', '铜平鲉']",Copper rockfish
"Filicampus tigris (Castelnau, 1879)",2332755,"['Tentacled pipefish', 'Tiger pipefish', 'Tiger pipefish', 'Tiger pipefish', 'banded pipefish', '虎紋線海龍', '虎纹线海龙', 'Tiger pipefish', 'Tentacled pipefish', '虎紋線海龍', '虎纹线海龙']",Tiger pipefish
"Sebastes pinniger (Gill, 1864)",2335525,"['Canary rockfish', 'Canary rockfish', 'Canary rockfish', 'Canary rockfish', 'Chancharro flioma', ""K'aa"", 'Kanaari meriahven', 'Karmazyn zóltawy', 'Orange rockfish', 'Orange rockfish', 'Orange rockfish', 'Rock cod', 'Rockfish', 'Rocote canario', 'Rocote canario', 'Sébaste citron', 'canary rockfish', 'canary rockfish', 'rocote canario', 'λáḱálá']",Canary rockfish
"Polyprion americanus (Bloch & Schneider, 1801)",5211265,"['Addotto', 'Addottu', 'Al marra', 'Ameerika vrakkahven', 'Aruzentin-oohata', 'Atlantic Wreckfish', 'Atlantic wreckfish', 'Atlantic wreckfish', 'Atlantischer Wrackbarsch', 'Atlantisk vragfisk', 'Atlantisk vragfisk', 'Bacalao', 'Bacalao', 'Bass', 'Bass', 'Bass Groper', 'Bass groper', 'Bass groper', 'Bass groper', 'Bass groper']",Atlantic Wreckfish
"Istigobius decoratus (Herre, 1927)",2376229,"['Bia', 'Decorated goby', 'Decorated goby', 'Decorated goby', 'Decorated goby', 'Decorated sand-goby', 'Decorated sandgoby', 'Hoshi-kazarihaze', 'Iga tao tana sagalea', 'Koristetokko', 'Versierde dikkop', 'decorated goby', 'ika vatu', '华丽衔鰕虎', '华丽衔鰕虎鱼', '華麗銜鰕虎', '華麗銜鰕虎魚', 'Decorated sand-goby', 'Decorated goby', 'Decorated goby (FB)']",Decorated goby
"Scomber scombrus Linnaeus, 1758",2374149,"['Agerto', 'Almindelig makrel', 'Almindelig makrel', 'Almindelig makrel', 'An ronnach', 'An ronnach', 'Atlantic Mackerel', 'Atlantic mackerel', 'Atlantic mackerel', 'Atlantic mackerel', 'Atlantic mackerel', 'Atlantic mackerel', 'Atlantic mackerel', 'Atlantic mackerel, Mackerel', 'Atlanticheskaya skumbriya', 'Atlantische Makrele', 'Bacoréta', 'Bisaru', 'Biseru', 'Bokulja']",Mackerel
"Tetrapturus albidus Poey, 1860",2397964,"['Aguja blanca', 'Aguja blanca del Alántico', 'Aguja de costa', 'Agulha', 'Alfiler', 'Alton', 'Atlantic white marlin', 'Atlantic white marlin', 'Cometa', 'Espadarte-branco', 'Espadim-branco', 'Espadim-branco-do-Atlântico', 'Espadium branco', 'Espadium pequenho', 'Espadon branco do Atlantico', 'Hvit marlin', 'Makaire blanc', ""Makaire blanc de l'Atlantique"", 'Marlim-branco', 'Marlin alb']",Atlantic white marlin
"Calamus calamus (Valenciennes, 1830)",5210995,"['Ataymud', 'Cachicachi', 'Cachicato', 'Daubenet loto', 'Daubenet loto', ""Goat's head porgy"", 'Gros yeux', 'Kalamus plamisty', 'Mojarra blanca', 'Peixe-pena', 'Peixe-pena', 'Pena', 'Pez de pluma', 'Pez de pluma', 'Pluma', 'Pluma', 'Pluma calamo', 'Pluma cálamo', 'Pogri grunt', 'Porgy']",Goat's head porgy
"Antennarius radiosus Garman, 1896",5214787,"['big-eyed frogfish', 'ranisapo uniocelado', 'singlespot frogfish', 'big-eye frogfish', 'ranisapo uniocelado', 'singlespot frogfish']",Single spot frogfish
"Monacanthus ciliatus (Mitchill, 1818)",2406871,"['Bourse émeri', 'Bourse émeri', 'Cangulo', 'Cangulo-de-fernando', 'Chivo', 'Cholita de limo', 'Cuckold', 'Fringed Fiiefish', 'Fringed Filefish', 'Fringed filefish', 'Fringed filefish', 'Fringed filefish', 'Fringed filefish', 'Fringed filefish', 'Fringed filefish', 'Jednokolec zmienny', 'Leather-fish', 'Lija de clavo', 'Lija de clavo', 'Peixe-porco']",Fringed Filefish
"Bathyanthias mexicanus (Schultz, 1958)",2387514,"['Hosohanadai', 'Mero cola amarilla', 'Yellowtail bass', 'Yellowtail bass', 'Yellowtail bass', 'mero cola amarilla', 'yellowtail bass', '黃尾派鮨', '黄尾派鮨', 'Yellowtail Bass', 'mero cola amarilla', 'yellowtail bass']",Yellowtail bass
"Moenkhausia oligolepis (Günther, 1864)",2352558,"['Blyszczyk wielkoluski', 'Bobita', 'Boekoe', 'Glass tetra', 'Glossy tetra', 'Großschuppensalmler', 'Gwoko', 'Gwoko', 'Halepletstetra', 'Ika gateuduwõ garib priye', 'Ixha', 'Kalakalaali', 'Kalakalali', 'Kalewelu', 'Kaléouélou', 'Kaléuélu', 'Kennotetra', 'Lambari', 'Lambari olho-de-fogo', 'Mojara']",Glass tetra
"Charax gibbosus (Linnaeus, 1758)",5204518,"['Dentudo jorobado chico', 'Dientudo transparente', 'Giboso', 'Glass headstander', 'Glass headstander', 'Glass headstander', 'Glassalmler', 'Humpback headstander', 'Kasacz', 'Kyrminiskatetra', 'Kyrmyniskatetra', 'Kyrmytetra', 'Pukkelkarpelaks', 'Saicanga', 'Sardina', 'Transparent tetra', 'Wachssalmler', '脂鯉', '脂鲤']",Glass headstander
"Makaira nigricans Lacepède, 1802",8098719,"['Abanico', 'Aguja', 'Aguja azul', 'Aguja azul', 'Aguja azul', 'Aguja azul', 'Aguja azul', 'Aguja azul', 'Aguja azul', 'Aguja azul', 'Aguja azul del Atlantico', 'Aguja azul del Atlantico', 'Aguja casta', 'Aguja de casta', 'Aguja negra', 'Agulhao preto', 'Agulhão', 'Agulhão preto', 'Agulhão-azul', 'Agulhão-negro']",Blue Marlin
"Pachygrapsus transversus (Gibbes, 1850)",2225816,"['Grapse transverse (Le)', 'Mottled Shore Crab', 'mottled shore crab', 'mottled shore crab', 'mottled shore crab', ""Gibbes' Pachygrapsus"", 'mottled shore crab', 'mottled shore crab']",Mottled Shore Crab
"Istigobius spence (Smith, 1947)",2376260,"['Pearl goby', 'Pearl goby', 'Pearl goby', 'Pêrel-dikkop', 'Reticulate sandgoby', 'Reticulated goby', 'Twin-spots sand-goby', '珠点细棘鰕虎鱼', '珠点衔鰕虎鱼', '珠點細棘鰕虎魚', '珠點銜鰕虎魚', 'Pearl Goby', 'Reticulate Sandgoby', 'Reticulated Goby', 'Twin-spots Sand-goby', 'pearl goby']",Pearl goby
"Psammogobius biocellatus (Valenciennes, 1837)",2378083,"['Bia', 'Biyang tulog', 'Busongchut', 'Cá Bống mấu mắt', 'Estuary goby', 'Gobi de tas', 'Gobie biocellé', 'Gobie biocellé', 'Gobie biocellé', 'Gobie biocellé, Gobie à deux taches', 'Gobie à deux taches', 'Gobie à deux taches', 'Gobie à deux taches', 'Hitomihaze', 'Kora', 'Krokotiilitokko', 'Mangrove goby', ""Mano'o"", 'Mollon', 'Mulug']",Estuary goby
"Ambassis gymnocephalus (Lacepède, 1802)",2387311,"['Ambache', 'Ambache du large', 'Ambache du large', 'Ambache, Ambache du large, Ambasse', 'Ambasse', 'Aringil', 'Bald glassy', 'Bald glassy', 'Bald glassy', 'Bald glassy', 'Bald glassy', 'Bald glassy', 'Bald glassy perchlet', 'Bald glassy perchlet', 'Bald glassy perchlet', 'Bald glassy, Bald glassy perchlet', 'Chandee', 'Commersons Glasbarsch', 'Cá Sơn biển đầu trần', 'Dodosi']",Bald glassy perchlet
"Parambassis ranga (Hamilton, 1822)",2387235,"['Bachanike', 'Bachanike meenu', 'Cahnerbijuwa', 'Chanari', 'Chanda', 'Chanda', 'Chanda', 'Chanda ranga', 'Chandra', 'Channari', 'Chembardi', 'Chendari', 'Chitti-kangi', 'Glass perchlet', 'Glassy fish', 'India klaasahven', 'Indian Glass Perch', 'Indian glassfish', 'Indian glassy fish', 'Indian glassy fish']",Indian glassfish
"Sebastapistes cyanostigma (Bleeker, 1856)",5201235,"['Coral scorpionfish', 'Coral scorpionfish', 'Geelspikkel-skerpioenvis', 'Gelbflecken-Drachenkopf', 'Kasuri-fusakasago', 'Niramikasago', 'No', 'Poisson-scorpion à tache jaune', 'Poisson-scorpion à tache jaune', 'Yellow-spotted scorpionfish', 'Yellowspotted scorpionfish', 'Yellowspotted scorpionfish', 'Yellowspotted scorpionfish', 'Yellowspotted scorpionfish', 'yellow spotted scorpionfish', 'yellowspotted scorpionfish', '两色鳞头鲉', '兩色鱗頭鮋', '兩色鱗頭鮋', '石狗公']",Yellowspotted scorpionfish
"Erpetoichthys calabaricus Smith, 1865",2346564,"['Adagba', 'Agbaroko', 'Bano', 'Bichir kalabarský', 'Bichirek úhořovitý', 'Fenål', 'Flösselaal', 'Korotuwugboru', 'Käärmekala', 'Lakisa', 'Mujanjé', 'Munjonjô', 'Muyonjô', 'Ogboro', 'Panserål', 'Putkkala', 'Reed', 'Reedfish', 'Reedfish', 'Ropefish']",Ropefish
"Pardachirus marmoratus (Lacepède, 1802)",2410167,"['Finless sole', 'Finless sole', 'Gala-gala', 'Gayo-gayo', 'Gespikkelde tongvis', 'Khaufa', 'Lenguado de leche', 'Língua de leite', 'Marmoreret tunge', 'Mooseksenantura', 'Moses sole', 'Moses sole', 'Moses sole', 'Moses-Seezunge', 'Sheer-sheerto', 'Sole de lait', 'Speckled sole', 'Tabaq', 'Wayo', 'Wayo']",Moses sole
"Solmundella bitentaculata (Quoy & Gaimard, 1833)",2269434,"['ヤジロベエクラゲ', 'ヤジロベエクラゲ']",Two-lined Echinoderm
