scientificName,taxonKey,Vernacular Names List,commonName
"Euthynnus alletteratus (Rafinesque, 1810)",5208565,"['Alacurza', 'Albacora', 'Albaguore', 'Aleterato', 'Alletterato', 'Alletterato', 'Allittirato', 'Allittiratu', 'Almindelig thunnin', 'Almindelig thunnin', 'Apluro', 'Atlandi väiketuun', 'Atlantic Black Skipjack', 'Atlantic Little Tuna', 'Atlantic Little Tunny', 'Atlantic black skipjack', 'Atlantic black skipjack', 'Atlantic little tuna', 'Atlantic little tuna', 'Atlantic little tunny']",Little Tuna
"Datnioides microlepis Bleeker, 1854",5210838,"['Cá huòng', 'Finescale tigerfish', 'Indonesian tiger fish', 'Pa seua', 'Pa soua', 'Pla seua taw', 'Pla soua taw', 'Ringan', 'Ringau', 'Seua', 'Seua tor', 'Siamesisk Tigerfisk', 'Siamesisk tigerfisk', 'Tigerbarsch', 'Tigerfisch', 'Trey khla', 'Trey khlar', 'Trey kla', '小鱗擬松鯛', '小鳞拟松鲷']",Finescale tigerfish
"Ogcocephalus vespertilio (Linnaeus, 1758)",5214834,"['Bacacuá', 'Batfish', 'Brazilian batfish', 'Cachimbo', 'Guacari', 'Guacu-cuia', 'Guacucuia', 'Langnasen-Fledermausfisch', 'Langsnudet ranglefisk', 'Oncocéfalo', 'Peixe-cachimbo', 'Peixe-morcego', 'Pez diablo narizón', 'Pez murciélago', 'Pikknina-nahkhiirkala', 'Pirá-andirá', 'Seadevil', 'longnose batfish', 'peixe-morcego', 'pez diablo narizón']",Batfish
"Pseudanthias tuka (Herre & Montalban, 1927)",2387643,"['Bibir merah', 'Gulstribet svalehalebars', 'Perche de mer pourpre', 'Purple anthias', 'Purple queen', 'Purple queen', 'Purple queen', 'Purple queen', 'Purple queenfish', 'Tuka lippahven', 'Tuka-lippahven', 'Yellowstripe anthias', 'Yellowstriped anthias', 'Yellowstriped fairy basslet', 'yellowstriped fairy basslet', '异唇鱼', '異唇魚', '菲律宾花鮨', '菲律賓花鮨', '静拟花鮨']",Purple queen
"Dasyatis marianae Gomes, Rosa & Gadig, 2000",2419471,[],Mariana stingray
"Hirundichthys affinis (Günther, 1866)",2368680,"['Arangola', 'Avuador-da-pesca', 'Exocet hirondelle', 'Firvinget flyvefisk', 'Fleerchi', 'Fleerchi', 'Fliegender Hering', 'Flugfisch', 'Flying fish', 'Flyingfish', 'Flyingfish', 'Flyingfish', 'Flyingfish', 'Flyingfish', 'Four-wing Flyingfish', 'Fourwing flyingfish', 'Fourwing flyingfish', 'Fourwing flyingfish', 'Fourwing flyingfish', 'Fourwing flyingfish']",Flying fish
"Sepia arabica Massy, 1916",2290855,"['Arabian Cuttlefish', 'Arabian cuttlefish', ""Seiche d'Arabie"", 'Seiche d’Arabie', 'Sepia Arábiga', 'Sepia arábiga']",Arabian Cuttlefish
"Argonauta nouryi Lorois, 1852",5189601,"['rough-keeled argonaut', 'Аргонавт шипастый', 'rough-keeled argonaut', 'Аргонавт шипастый']",Rough-keeled argonaut
"Lampsilis radiata (Gmelin, 1791)",2288149,"['Eastern Lampmussel', 'Eastern Lampmussel', 'eastern lampmussel', 'Eastern Lampmussel']",Eastern Lampmussel
"Scomberomorus commerson (Lacepède, 1800)",2374255,"['Ah-ku-lah', 'Ah-ku-lah', 'Ahin thora', 'Alumahan', 'Ango', 'Angoa', 'Angoho', 'Angoho', 'Anjai', 'Anjari', 'Anjilava', 'Arekula', 'Ayakora', 'Ayaokaro', 'Balamet yamani', 'Balameta Yamania', 'Bambara thora', 'Barred Spanish mackerel', 'Barred Spanish mackerel', 'Barred Spanish mackerel']",Barred Spanish mackerel
"Chromis xanthura (Bleeker, 1854)",5212176,"[""'atoti"", 'Black Chromis', 'Black chromis', 'Black chromis', 'Black chromis', 'Bleghalet jomfrufisk', 'Chromis noir', 'Damselfish', 'Demoiselle à queue jaune', 'Gombing', 'Gombing-puyu birai ekor putih', 'Kapal', 'Long-tail puller', 'Long-tail puller', 'Mon-suzumedai', 'Palata', 'Palata', 'Pale tail chromis', 'Pale-tail chromis', 'Pale-tail chromis']",Black Chromis
"Hemiscyllium hallstromi Whitley, 1967",5215502,"['Bamboa hombrera', 'Paapua huulhai', 'Papoeaepaulethaai', 'Papuan epaulette shark', 'Papuan epaulette shark', 'Papuanepaulette shark', 'Requin-chabot épaulette', 'Žralok epaulette papuánský', 'قرش قُدّ كتفية', '巴布亚长尾须鲨', '巴布亚长尾须鲨', '巴布亞長尾鬚鯊', 'Papuan Epaulette Shark', 'Papuan epaulette shark', 'bamboa hombrera', 'requin-chabot épaulette']",Papuan Epaulette Shark
"Microstomus kitt (Walbaum, 1792)",5214022,"['Almindelig rødtunge', 'Almindelig rødtunge', 'Bergflyndre', 'Bergflyndre', 'Bergskädda', 'Bergskädda', 'Bergtunga', 'Bergtunga', 'Echte Rotzunge', 'Echte Rotzunge', 'Harilik väikesuulest', 'Lemon Sole', 'Lemon Sole', 'Lemon dab', 'Lemon dab', 'Lemon fish', 'Lemon fish', 'Lemon sole', 'Lemon sole', 'Lemon sole']",Lemon Sole
"Siganus magnificus (Burgess, 1977)",2390372,"['Andaman fox-face', 'Debam', 'Debam muka musang', 'Dengkis hitam muncung', 'Magnificent foxface', 'Magnificent rabbitfish', 'Magnificent rabbitfish', 'Magnificent rabbitfish', 'Pragtkaninfisk', 'Rabbitfish', 'Spinefoot', 'magnificent rabbitfish', '大篮子鱼', '大籃子魚', 'Magnificent Rabbitfish', 'Andaman Fox-face', 'Pragtkaninfisk', 'Spinefoot']",Magnificent rabbitfish
"Pogonias cromis (Linnaeus, 1766)",5212349,"['Adlerfisch', 'Banded drum', 'Big drum', 'Black Drum', 'Black drum', 'Black drum', 'Black drum', 'Burriquete', 'Chroma', 'Corbina', 'Corvina', 'Corvina Negra', 'Corvina negra', 'Corvina-preta', 'Corvinão-negro', 'Corvinón negro', 'Drumfish', 'Drummer', 'Grand tambour', 'Gray drum']",Black Drum
"Plectranthias sagamiensis (Katayama, 1964)",2388003,"['Nishikihanadai', '横带锦鮨', '橫帶錦鮨', '相模湾棘花鮨', '相模灣棘花鮨', 'ニシキハナダイ']",Oriental longfin snapper
"Doto maculata (Montagu, 1804)",5190050,"['Kleine kroonslak', 'långkottnuding']",Speckled nudibranch
"Synodus falcatus Waples & Randall, 1989",5212646,[],Saddleback wrasse
"Amblyeleotris steinitzi (Klausewitz, 1974)",2378812,"['Bia', 'Hime-datehaze', ""Mano'o-popo"", ""Steinitz' prawn-goby"", ""Steinitz' prawn-goby"", ""Steinitz' shrimp goby"", ""Steinitz's shrimp-goby"", 'Steinitzi valvurmudil', 'Steinitz´ Partnergrundel', 'lokuca', '史氏鈍鯊', '史氏钝鲨', '施氏鈍塘鱧', '施氏钝塘鳢', ""Steinitz' Prawn-goby"", ""Steinitz' Shrimp goby"", ""Steinitz' goby"", ""Steinitz's Shrimp-goby"", 'ヒメダテハゼ']",Steinitz' prawn-goby
"Orcynopsis unicolor (Geoffroy Saint-Hilaire, 1817)",2373921,"['Adzuda', 'Ak palamut', 'Akpalamut balığı', 'Bonite plate', 'Boniter', 'Boniter', 'Bonito', 'Bonito', 'Bonito', 'Bonito', 'Bonito nlliw', 'Dzadu', 'Einfarb-Pelamide', 'Einfarb-Pelamide', 'Glatter Bonito', 'Iril', 'Juovaton sarda', 'Juovaton sarda', 'Makréni', 'Maquerreau-bonite']",Bonito
"Scarus rivulatus Valenciennes, 1840",2390341,"['Aliyakyak', 'Angol', 'Asul', 'Atlantisk papegøjefisk', 'Batu', 'Bayan', 'Bayan coreng', 'Bon-ak', 'Bungalog', 'Bunog na angol', 'Busalog', 'Buyos', 'Debubuk', 'Isdang loro', 'Kalat', 'Ketarap', 'Lamun-lamun', 'Lehe', 'Lehe mohute', 'Loro']",Rainbow Parrotfish
"Siganus javus (Linnaeus, 1766)",2390192,"['Alama', 'Balawis', 'Balawis', 'Barangan', 'Barangan', 'Batataway', 'Bataway', 'Batid', 'Batwayi', 'Bayag bago', 'Belais', 'Belait', 'Belaris', 'Belibas', 'Beronang', 'Bliais', 'Bluespotted spinefoot', 'Bonang-bonang', 'Borras-Danggit', 'Bulawis']",Bluespotted spinefoot
"Scarus hypselopterus Bleeker, 1853",2393716,"['Aliyakyak', 'Bayan', 'Bayan Jawa', 'Busalog', 'East Indies parrotfish', 'East-Indies parrotfish', 'Isdang loro', 'Java parrotfish', 'Java parrotfish', 'Javanesisk papegøjefisk', 'Kalat', 'Ketarap', 'Kibirebudai', 'Loro', 'Mol-mol', 'Mol-mol', 'Molmol', 'Mul-mul', 'Mul-mul', 'Mulmol']",Java parrotfish
"Cheilinus trilobatus Lacepède, 1801",2383305,"['Adeyaoch', 'Balaki', 'Bankilan', 'Banog', 'Batu', 'Bayan', 'Bayan', 'Bayan-bayan', 'Bebarat', 'Bechok', 'Bo', 'Bodião trilobado', 'Boyan', 'Bunak', 'Bungat', 'Buntogon', 'Ca mo nam', 'Chavarichoran', 'Cá Bàng chài môi ba thuỳ', 'Danlugan']",Tropical Wrasse
"Chaetodon gardineri Norman, 1939",2385555,"[""Gardiner's butterflyfish"", ""Gardiner's butterflyfish"", ""Gardiner's butterflyfish"", 'Gardiners fanefisk', ""Gardner's butterflyfish"", ""Gardner's butterflyfish"", '加氏蝴蝶魚', '加氏蝴蝶鱼', ""Gardiner's Butterflyfish"", 'Gardiners fanefisk', ""Gardner's Butterflyfish""]",Gardiner's butterflyfish
"Vincentia punctata (Klunzinger, 1879)",5211553,"['Orange cardinalfish', 'Southern cardinalfish', 'Spotted gobbleguts', '斑天竺鯛', '斑天竺鲷', '横斑柄竺鲷', '橫斑柄竺鯛']",Orange cardinalfish
"Montipora floweri Wells, 1954",2259970,"['Pore coral', 'pore coral', 'pore coral', 'pore coral']",Pore coral
"Diagramma labiosum Macleay, 1883",5209597,"['Painted sweetlip', 'Painted sweetlips', 'Painted sweetlips', 'Slatey bream', 'Slatey bream', 'Uliyapuyapu', '大唇少棘胡椒鯛', '大唇少棘胡椒鲷', 'Painted Sweetlips']",Painted sweetlips
"Agaricia grahamae Wells, 1973",2260505,"['Agarice de Graham', ""Graham's sheet coral"", ""Graham's Sheet Coral"", ""Graham's Sheet Coral"", ""Graham's sheet coral"", 'Leaf Coral']",Graham's sheet coral
"Porites lutea Milne Edwards & Haime, 1851",5184758,"['Hump coral', 'Mound Coral', 'hump coral', 'コブハマサンゴ', 'hump coral', 'コブハマサンゴ']",Hump coral
"Oregonia gracilis Dana, 1851",2226644,"['Westpazifische Dreiecks-Schmuckkrabbe', 'crabe chevelu', 'graceful decorator crab', 'graceful decorator crab', 'triangular decorator crab', 'Орегония изящная', 'ケセンガニ［ムツケセンガニ］', 'graceful decorator crab', 'Westpazifische Dreiecks-Schmuckkrabbe', 'crabe chevelu', 'triangular decorator crab', 'Орегония изящная', 'ケセンガニ［ムツケセンガニ］']",Graceful decorator crab
"Elacatinus genie (Böhlke & Robins, 1968)",2376707,"['Cleaner Goby', 'Cleaner goby', 'Cleaner goby', 'Cleaning goby', 'Cleaning goby', 'Cleaning goby', ""Genie's cleaning goby"", 'Gobio limpiador', 'Gobio limpiador', 'cleaner goby', 'cleaning goby', 'gobio limpiador', '格尼鮈鰕虎魚', '格尼鮈鰕虎鱼', 'Cleaner Goby', 'Cleaner Goby', 'Cleaning goby', ""Genie's cleaning goby"", 'Gobio limpiador', 'cleaning goby']",Cleaner Goby
"Mugilogobius durbanensis (Barnard, 1927)",2376836,"['Durban goby', 'Durban-dikkop', '德斑鯔鰕虎魚', '德斑鲻鰕虎鱼']",Durban goby
"Pomacentrus aquilus Allen & Randall, 1980",2398352,"['Dark damsel', 'Dark damsel', 'Dark damsel', '鵰雀鯛', '鵰雀鲷', 'sombre damselfish']",Dark damsel
"Tubastraea tagusensis Wells, 1982",2259547,[],Orange cup coral
Demospongiae,199,"['Demosponge', 'Demosponge', 'Demosponges', 'Demosponges', 'Démosponges', 'Horny Sponges', 'Horny Sponges', 'Kiselsvampe', 'demosponge', 'demosponges', 'horn- och kiselsvampar', 'horny sponges', 'horny sponges', 'Звича́йні гу́бки', 'demosponges', 'demosponges', 'horn- och kiselsvampar', 'horn- og kiselsvampar', 'horn- og kiselsvamper', 'gewone sponzen']",Demosponges
Caulerpa racemosa (Forssk.) J.Agardh,2643093,"['Green Grape Algae', 'druvkaulerpa']",Green Grape Algae
"Gymnothorax mareei Poll, 1953",2403846,"['Cobra', 'Moreia', 'Moreia', 'Moreia-boca-malhada', 'Moreia-de-boca-malhada', 'Moreia-pintada', 'Morena boca manchada', 'Murène cobra', 'Muréna pobřežní', 'Spotjaw moray', 'Täpiklõug-silepeamureen', '斑頜狼齒海鱔', '斑颌狼齿海鳝', '馬氏裸胸鱔', '马氏裸胸鳝', 'Spotjaw Moray', 'Morena Boca Manchada', 'Murène Cobra']",Spotjaw Moray
"Leptogorgia puniacea (Milne Edwards & Haime, 1857)",2264098,"['Sea whip', 'sea whip']",Sea whip
Ophiuridae,3218,"['fransormstjärnor', 'fransormstjärnor', 'fransormstjärnor', 'fransormstjärnor', 'クモヒトデ科']",Brittle stars
Echinoidea,221,"['Heart Urchins', 'Oursins', 'Sand Dollars', 'Sea Urchin', 'Sea Urchins', 'Søpindsvin', 'Urchins', 'bolacha da praia', 'châtaignes de mer', 'clypéastres', 'equinóide', 'erizo corazón, erizo de mar, galleta de mar', 'heart urchins', 'heart urchins', 'ouriço do mar', 'oursins', 'sand dollars', 'sand dollars', 'sea urchin', 'sea urchin']",Sea Urchin
Sphenopidae,3365,[],Sphenops
"Stenorhynchus Lamarck, 1818",2226577,[],Sponge Crab
"Abudefduf whitleyi Allen & Robertson, 1974",2398633,"[""Whitle's sergeant"", ""Whitley's seargent"", ""Whitley's sergeant"", 'Whitleys sergentfisk', '惠氏豆娘魚', '惠氏豆娘鱼', ""Whitley's Seargent"", ""Whitley's Sergeant""]",Whitley's sergeant
"Acanthurus monroviae Steindachner, 1876",5209173,"['Alicate', 'Asno-na-seta', 'Barbeiro', 'Barbeiro', 'Canivete', 'Chirurgien', 'Chirurgien chas-chas', 'Chirurgien, Chirurgien chas-chas, Docteur, Poisson-chirurgien ouest-africain', 'Cirujano', 'Cirurgião', 'Cirurgião', 'Docteur', 'Docteur', 'Docteur', 'Doctorfish', 'Doctorou djeunn', 'Doktooru jën', 'Doktorou dièn', 'Doto', 'Finadi yékhé']",Doctorfish
"Sparisoma axillare (Steindachner, 1878)",2393922,"['Gray parrotfish', 'Gray parrotfish', 'Loro basto', 'Perroquet basto', 'Redfin parrotfish', 'batata', 'bobó', 'bobó-rabo-de-forquilha', 'budião-amarelo', 'budião-batata', 'cotoro', 'papagaio-cinza', '斑鰭鸚鯛', '斑鳍鹦鲷', 'Gray Parrotfish']",Gray parrotfish
"Gracilaria Greville, 1830",2665450,"['agaralger', 'オゴノリ属', 'オゴノリ属']",Seaweed
"Ophiothela mirabilis (Verrill, 1867)",2276030,['ofiuro'],Brittle star
"Sparisoma Swainson, 1839",2393893,[],Parrotfish
"Lioscorpius longiceps Günther, 1880",7525081,"['Depu', 'Depu-laut dalam merah', 'Gedempu', 'Lepu', 'Scorpionfish', 'Slender scorpionfish', 'Slender scorpionfish', 'Yase-akakasago', 'slender scorpionfish', '長頭光鮋', '长头光鲉', 'ヤセアカカサゴ']",Slender scorpionfish
"Anisotremus taeniatus Gill, 1861",2382601,"['Burro bandera', 'Burro bandera', 'Burro bandera', 'Burro rayado', 'Capitan', 'Catalina', 'Grunt', 'Lippu drapeau', 'Panama porkfish', 'Panamic porkfish', 'Panamic porkfish', 'Roncador', 'Roncador capitán', 'burro bandera', 'catalina', '条纹异孔石鲈', '條紋異孔石鱸', 'Panama Porkfish', 'Burro Bandera', 'Burro Rayado']",Panamic porkfish
"Gobiosoma nudum (Meek & Hildebrand, 1928)",5208841,"['Gobio', 'Gobio bulto', 'Knobchin goby', 'Knobchin goby', 'gobio bulto', 'knobchin goby', 'knobchin goby', '裸鮈鰕虎魚', '裸鮈鰕虎鱼', 'Gobio bulto', 'Knobchin goby', 'gobio bulto', 'knobchin goby']",Knobchin goby
"Enchelycore schismatorhynchus (Bleeker, 1853)",2404214,"['Auvaeloloa', 'Brown moray eel', 'Funnel-nostril moray', 'Hida-utsubo', 'Moray eel', 'Murène à bordé blanc', 'Murène à bordé blanc', 'Puhi', 'Valgerant-saabelmureen', 'White-margined moray', 'White-margined moray', 'white-margined moray', '薯鰻', '薯鳗', '虎鰻', '虎鳗', '裂吻勾吻鯙', '裂吻勾吻鯙', '裂吻裸胸鱔', '裂吻裸胸鳝']",Brown moray eel
"Serranus subligarius (Cope, 1870)",2388718,"['Belted Sandfish', 'Belted sandfish', 'Belted sandfish', 'Serrano aporreado', 'Serrano leopardo', 'Tumesaba kiviahven', 'Tumesaba-kiviahven', 'belted sandfish', 'belted sandfish', 'serrano aporreado', 'serrano leopardo', '带鮨', '帶鮨', '拟鮨', '擬鮨', 'Belted Sandbass', 'Serrano Aporreado', 'Serrano Leopardo', 'belted sandfish', 'serrano aporreado']",Belted Sandfish
"Haemulon aurolineatum Cuvier, 1830",2382528,"['Bocayate muellito', 'Cacharo', 'Caesar', 'Caesar', 'Caesar', 'Caesar', 'Canolchi', 'Corcoroca', 'Cotinga', 'Cuji', 'Gold-lined grunt', 'Gorette tomtate', 'Gorette tomtate', 'Hemulon pasecznik', 'Jeniguano', 'Jeniguano bocón', 'Kuldvööt-ronko', 'Lille vestatlantisk gryntefisk', 'Mamelochi', 'Mariquita']",Gold-lined grunt
"Parablennius pilicornis (Cuvier, 1829)",2395292,"['Bavosa capone minore', 'Bavosa de plomall', 'Blennie pilicorne', 'Blennie pilicorne', 'Frynsehornet slimfisk', 'Macaco', 'Maria-da-toca', 'Ringhals-blennie', 'Ringneck blenny', 'Ringneck blenny', 'Vandervekeni-Schleimfisch', 'Vandervekeni-schleimfisch', 'Võrukael-ebalimakala', 'fringe blenny', 'ringneck blenny', '环项副鳚', '环项鳚', '環項副鳚', '環項鳚', 'Ringneck Blenny']",Ringneck Blenny
"Panulirus White, 1847",2221633,"['イセエビ属', 'イセエビ属']",Lobster
Monacanthidae,5896,"['Filefishes', 'Filefishes', 'filefishes', 'lijas', 'poissons-bourses', 'filefishes', 'filefishes', 'カワハギ科', 'カワハギ科']",Filefish
"Halichoeres brasiliensis (Bloch, 1791)",2384117,"['Bodião brasileiro', 'Brazilian wrasse', 'Brazilian wrasse', 'Brazilian wrasse', 'budião-bispo', 'budião-verde', 'Bodião brasileiro', 'Brazilian wrasse']",Brazilian wrasse
"Hippocampus pusillus Fricke, 2004",5201054,"['Pygmy thorny seahorse', 'Dwarf Thorny Seahorse']",Pygmy thorny seahorse
"Sepia plangon Gray, 1849",2290784,"['Seiche impressionnante', 'Seiche impressionnante', 'Sepia impresionante', 'Sepia impressionante', 'Striking Cuttlefish', 'Striking cuttlefish']",Striking Cuttlefish
"Jasus edwardsii (Hutton, 1875)",5178279,"['red rock lobster', 'red rock lobster', 'red rock lobster', 'Southern Rock Lobster', 'Austral-Languste', 'Australian rock lobster', 'Neuseeländische Languste', 'Red Rock Lobster', 'common crayfish', 'koura', 'marine spiny crayfish', 'red crayfish', 'red rock lobster', 'red rock lobster', 'red spiny lobster', 'rock lobster', 'southern crawfish', 'southern rock lobster', 'spiny crayfish']",Southern Rock Lobster
"Cinachyrella alloclada (Uliczka, 1929)",2248879,"['orange ball sponge', 'orange ball sponge']",Orange ball sponge
"Tedania ignis (Duchassaing & Michelotti, 1864)",2243424,"['Sponge', 'Fire Sponge', 'Feuerschwamm', 'fire sponge']",Fire Sponge
"Thamnaconus tessellatus (Günther, 1880)",2406670,"['Barat-barat', 'Barat-barat bebintik', 'Bō pí', 'Bō pí yú', 'Goishi-umadsura-hagi', 'Gǔ lù', 'Manyspotted leatherjacket', 'Minami-sarasa-hagi', 'Mì bān mǎ miàn tún', ""Nam-byǒl-jwi-ch'i"", 'Sarasahagi', 'Tessellated leatherjacket', '密斑馬面魨', '密斑马面鲀', 'Tessellated Leatherjacket', 'Manyspotted Leatherjacket', 'ゴイシウマヅラハギ', 'ゴイシウマヅラハギ']",Tessellated leatherjacket
"Danio rerio (Hamilton, 1822)",9797255,"['Anju', 'Anju', 'Anju', 'Aratti', 'Balooki', 'Banma Yu', 'Chintaku parega', 'Danio lamparci', 'Danio pregowany', 'Dánio pruhované', 'Dánička', 'Lauputi', 'Leopard danio', 'Leopard danio', 'Leopard danio', 'Leopard-pisidaanio', 'Leoparddanio', 'Leoparddanio', 'Patte-meenu', 'Paulistinha']",Zebra danio
"Cromileptes altivelis (Valenciennes, 1828)",2387947,"['Abo-abo', 'Alatan', 'Amidon', 'Apahap', 'Badiangon', 'Bantol', 'Baraka', 'Baramundi cod', 'Baramundi cod', 'Baramundi cod', 'Barramundi cod', 'Barramundi cod', 'Barramundi cod', 'Barramundi cod', 'Barramundi rock-cod', 'Barrimundi cod', 'Barrmundi cod', 'Bato-bato', 'Batol', ""Bleeker's group""]",Barramundi cod
"Calotomus viridescens (Rüppell, 1835)",2393854,"['Blattgrüner Papageifisch', 'Buntog', 'Dotted parrotfish', 'Ghabban', 'Loro camaleón', 'Loro dentón', 'Papagaio camaleao', 'Perroquet dentu', 'Perroquet moiré', 'Perroquet moiré', 'Spinytooth parrotfish', 'Viridescent parrotfish', 'Viridescent parrotfish', 'Viridescent parrotfish', 'viridescent parrotfish', '綠絢鸚嘴魚', '绿绚鹦嘴鱼', 'Viridescent Parrotfish', 'Dotted Parrotfish', 'Loro Camaleón']",Viridescent parrotfish
"Madracis decactis (Lyman, 1859)",2259487,"['Felderkoralle', 'Knotige Koralle', 'Madrace à 10 rayons', 'Ten-ray star coral', 'ten-ray star coral', 'ten-ray star coral', 'ten-ray star coral', 'ten-ray star coral', 'ten-rayed star coral', 'Ten-ray Star Coral', 'Ten-ray Star Coral', 'Coral Estrela', 'Coral de Diez Rayos', 'Felderkoralle', 'Green Cactus Coral', 'Knotige Koralle', 'Madrace à Dix Rayons', 'ten-ray star coral', 'ten-rayed star coral']",Ten-ray star coral
"Tandanus tandanus (Mitchell, 1838)",2341877,"['Australsk ferskvandsmalle', 'Catfish', 'Cattie', 'Dewfish', 'Dewfish', 'Eel-tail freshwater catfish', 'Eeltail catfish', 'Freshwater catfish', 'Freshwater catfish', 'Freshwater jewfish', 'Jewfish', 'Kenaru', 'Kenaru', 'Marmoritandani', 'Tandan', 'Tandan catfish', 'Tandan catfish', 'Tandan catfish', 'Tauwels', 'dewfish']",Eel-tail catfish
"Mussismilia hispida (Verrill, 1901)",2260322,[],Coral
Aglaopheniidae,8156,"['アカガヤ科', 'アカガヤ科']",Hydroid
"Echinaster brasiliensis Müller & Troschel, 1842",2273653,['estrella de mar'],Brazilian sea star
"Thysanophrys chiltonae Schultz, 1966",2335604,"['Baji muncung panjang', 'Baji-baji', 'Flathead', 'Flatheads', 'Kuroshimagochi', 'Langsnoet-platkop', 'Long-snout flathead', 'Longsnout flathead', 'Longsnout flathead', 'Longsnout flathead', 'Longsnout flathead', 'Longsnout flathead', 'Longsnout flathead', ""Platycéphale clin d'œil"", ""Platycéphale clin d'œil"", 'Tolo', 'Usa vero', 'bunobuno', 'long snout crocodilefish', 'longsnout flathead']",Longsnout flathead
"Plectorhinchus polytaenia (Bleeker, 1853)",2382776,"['Alatan', 'Bakoko', 'Basingko', 'Besikan', 'Bibigan', 'Burro listado', 'Daug-daug', 'Diagramme rubanné', 'Gabilan', 'Gaterin ruban', 'Goliabao', 'Gulyabau', 'Gurayan', 'Isdang sabato', 'Kaci', 'Kaci jalur', 'Kano', 'Kayoyan', 'Kayubibi', 'Kerong-kerong']",Banded sea perch
